"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T1-EIC(+)[M+H]_Substance02 Rt(min)","T1-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance04 Rt(min)","T2-EIC(+)[M+H]_Substance04 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs"
"O7","O7.raw","1/11/2021 10:07:50 AM","111","","YS0500304","","Yuning",0.283,59426.17469,0.329,72940.12733,0.347,105019.43650,0.423,379235.89516,0.459,67373.00728,0.491,11076.33900,0.550,17997.89351,0.350,138469.24500,0.425,651768.19314,0.567,11676.43526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P7","P7.raw","1/11/2021 10:09:37 AM","112","","YS0500304","","Yuning",0.282,44433.32365,0.329,71407.31345,0.346,141046.50963,0.423,251082.25792,0.459,52589.53686,0.492,34267.38071,0.549,14727.33118,0.350,205543.57561,0.425,441452.15536,0.566,78738.31517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A8","A8.raw","1/11/2021 10:11:24 AM","113","","YS0500304","","Yuning",0.283,46916.19845,0.322,3254.83108,0.347,49058.62231,0.422,106379.52353,0.460,15883.87962,0.531,5089.13179,0.559,4121.63303,0.350,82026.88251,0.425,232916.61204,0.845,4354.81785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8","B8.raw","1/11/2021 10:13:11 AM","114","","YS0500304","","Yuning",0.282,58396.54845,0.298,43108.80376,0.346,91676.46204,0.422,45941.91926,0.327,63118.90647,0.377,42368.22505,0.460,43227.37948,0.350,165631.96660,0.427,101779.52847,0.487,5270.33668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8","C8.raw","1/11/2021 10:14:59 AM","115","","YS0500304","","Yuning",0.283,63382.00627,0.298,58436.84400,0.346,102147.85660,0.421,32390.95451,0.375,227439.31041,0.459,49088.73495,0.541,151673.29860,0.350,188076.55701,0.427,50699.51436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,11976.20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8","D8.raw","1/11/2021 10:16:47 AM","116","","YS0500304","","Yuning",0.282,49388.55562,0.298,43859.48072,0.346,145941.00413,0.414,13300.39812,0.373,23969.13285,0.459,45588.54865,0.485,3840.40540,0.350,165308.42294,0.425,5915.35929,0.516,3679.84572,0.562,3587.41108,0.864,7728.46062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E8","E8.raw","1/11/2021 10:18:35 AM","117","","YS0500304","","Yuning",0.286,59834.64571,0.299,14261.40972,0.347,80894.36197,0.423,25930.41800,0.376,157447.12206,0.459,33034.66724,0.482,5545.88538,0.352,148166.80843,0.427,35882.83474,0.527,19093.87586,0.590,6347.67329,0,0,0,0,0,0,0,0,0,0,0.383,8175.29319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F8","F8.raw","1/11/2021 10:20:23 AM","118","","YS0500304","","Yuning",0.283,65407.28068,0.298,42855.45481,0.347,85051.58731,0.422,37296.02047,0.376,118282.67903,0.460,35973.62369,0.484,9382.09611,0.350,140004.09252,0.427,33673.22231,0.529,7803.40760,0,0,0,0,0,0,0,0,0,0,0,0,0.381,6318.60008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G8","G8.raw","1/11/2021 10:22:11 AM","119","","YS0500304","","Yuning",0.281,36508.63942,0.298,54150.16805,0.348,100516.50149,0.425,20049.09933,0.376,36974.87351,0.459,30775.28656,0,0,0.350,120712.44078,0.427,9231.30821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H8","H8.raw","1/11/2021 10:23:58 AM","120","","YS0500304","","Yuning",0.283,49495.47939,0.376,65179.47545,0.346,58075.59587,0.422,22018.28106,0.460,22297.78944,0.509,3615.21341,0.535,8142.43214,0.350,95327.78662,0.427,30100.11915,0.875,8361.32592,0,0,0,0,0,0,0.490,15001.74511,0.493,63817.00352,0.381,4540.17044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I8","I8.raw","1/11/2021 10:25:46 AM","121","","YS0500304","","Yuning",0.283,46267.04975,0.380,11204.35021,0.348,112860.52349,0.423,18189.93463,0.438,22552.94101,0.490,3667.36387,0.535,10726.12817,0.352,191726.93902,0.427,50476.20545,0.557,5031.03816,0.695,4703.92344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J8","J8.raw","1/11/2021 10:27:34 AM","122","","YS0500304","","Yuning",0.283,64303.93852,0.329,9393.90764,0.346,88079.54378,0.424,126032.91329,0.371,7502.61662,0.460,36212.95592,0.485,6476.41453,0.350,149381.62790,0.425,247966.46796,0.528,7276.30760,0.557,6022.26205,0.866,5623.36988,0,0,0,0,0,0,0,0,0,0,0,0,0.888,5616.89466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K8","K8.raw","1/11/2021 10:29:21 AM","123","","YS0500304","","Yuning",0.282,51005.44474,0.298,55695.32052,0.346,97996.01041,0.420,39833.62577,0.375,132504.60896,0.459,44751.89450,0.484,8172.11115,0.350,164335.34740,0.425,43282.18078,0.528,7930.55079,0,0,0,0,0,0,0,0,0,0,0,0,0.385,8222.27059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L8","L8.raw","1/11/2021 10:31:08 AM","124","","YS0500304","","Yuning",0.282,44568.72496,0.298,66074.40089,0.347,112896.68365,0.416,33626.48727,0.375,147276.90795,0.458,56872.59524,0.476,16802.06078,0.350,185721.34440,0.427,13775.26950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,7886.48450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M8","M8.raw","1/11/2021 10:32:55 AM","125","","YS0500304","","Yuning",0.283,44486.05324,0.299,51233.46008,0.346,106037.43078,0.422,43272.07051,0.376,155733.36451,0.459,49652.65333,0.485,9977.33253,0.350,185080.62279,0.425,52204.05393,0.597,5575.70029,0.867,11305.10975,0,0,0,0,0,0,0,0,0,0,0.379,8374.40936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N8","N8.raw","1/11/2021 10:34:42 AM","126","","YS0500304","","Yuning",0.281,33948.79818,0.299,50594.06922,0.346,74916.61021,0.421,16972.69585,0.375,62170.98098,0.460,33259.75088,0.484,5341.55997,0.350,132592.46600,0.427,19094.62636,0.528,4258.64976,0.851,4199.58875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O8","O8.raw","1/11/2021 10:36:29 AM","127","","YS0500304","","Yuning",0.283,44772.10508,0.297,9371.54827,0.346,71633.36671,0.420,24054.87145,0.376,157266.80504,0.460,36233.17045,0.485,6715.57932,0.350,133308.97263,0.425,33203.38295,0.597,4341.20474,0.849,5305.67955,0,0,0,0,0,0,0,0,0,0,0.385,10185.11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P8","P8.raw","1/11/2021 10:38:16 AM","128","","YS0500304","","Yuning",0.282,36699.55163,0.299,21727.02448,0.347,73059.42331,0.424,30430.88980,0.376,102754.59625,0.460,30069.79499,0.497,7700.33892,0.350,122703.38817,0.425,31357.44482,0.850,3748.11144,0,0,0,0,0,0,0,0,0,0,0,0,0.381,6194.74098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A9","A9.raw","1/11/2021 10:40:03 AM","129","","YS0500304","","Yuning",0.282,46199.02431,0.460,26003.64653,0.347,95795.00082,0.423,209446.59971,0.486,19049.18865,0.539,23799.60377,0.863,5962.22762,0.350,138969.22028,0.427,431720.77598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B9","B9.raw","1/11/2021 10:41:50 AM","130","","YS0500304","","Yuning",0.283,67423.43652,0.328,72278.13917,0.346,117830.38444,0.421,245294.69731,0.369,98688.90645,0.460,54141.81091,0.862,9565.49869,0.350,173363.19256,0.427,243130.16358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9","C9.raw","1/11/2021 10:43:37 AM","131","","YS0500304","","Yuning",0.283,56850.92962,0.329,14321.94257,0.346,102626.66283,0.422,245047.00911,0.371,32824.91294,0.460,35802.39437,0.487,10751.34336,0.350,167853.79779,0.427,448444.97083,0.516,8628.68363,0.543,41198.82634,0.735,30313.56594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9","D9.raw","1/11/2021 10:45:25 AM","132","","YS0500304","","Yuning",0.283,43970.86774,0.329,22799.62947,0.346,130366.87654,0,0,0.364,66003.06457,0.413,161000.77189,0.462,94186.80309,0.350,182827.52113,0,0,0.558,6594.85313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,9028.74646,0,0,0,0,0,0,0,0,0,0,0,0
"E9","E9.raw","1/11/2021 10:47:12 AM","133","","YS0500304","","Yuning",0.282,52116.05318,0.329,6981.79591,0.347,124872.08118,0.423,100186.42580,0.459,43386.89278,0.487,18202.97588,0.514,32034.77179,0.350,177691.56361,0.425,194444.49129,0.555,45977.97393,0.592,16377.75088,0.862,7043.15828,0,0,0,0,0,0,0,0,0,0,0.352,16432.33528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F9","F9.raw","1/11/2021 10:48:59 AM","134","","YS0500304","","Yuning",0.284,67678.08104,0.370,43420.06602,0.347,94502.19937,0.422,277823.83562,0.460,30729.54875,0.486,5811.26819,0.517,6063.11032,0.350,162025.66797,0.427,379049.11677,0.534,6129.21372,0.556,10805.03759,0.864,6819.31642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G9","G9.raw","1/11/2021 10:50:47 AM","135","","YS0500304","","Yuning",0.283,42393.50398,0.300,8916.70423,0.347,120862.18833,0.421,151204.50885,0.329,119650.50786,0.369,94830.45158,0.459,41673.99092,0.350,158399.60280,0.427,121600.16398,0.552,11143.27950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H9","H9.raw","1/11/2021 10:52:34 AM","136","","YS0500304","","Yuning",0.283,51741.99375,0.458,39813.71763,0.348,111417.11564,0.422,197249.98624,0.511,11466.80063,0.534,12163.12495,0.863,6587.57634,0.350,159063.46027,0.427,376055.31644,0,0,0,0,0,0,0,0,0.491,26898.51195,0.493,172511.27786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I9","I9.raw","1/11/2021 10:54:21 AM","137","","YS0500304","","Yuning",0.281,51562.19909,0.299,5003.55332,0.347,83071.47052,0.422,70965.91638,0.329,71545.88243,0.369,49369.15855,0.386,14753.00351,0.350,117963.29646,0.427,73489.96669,0.459,25786.48391,0.490,7566.12855,0.517,5747.88590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J9","J9.raw","1/11/2021 10:56:08 AM","138","","YS0500304","","Yuning",0.282,50614.07467,0.328,7239.37303,0.347,86255.95262,0.421,253597.88384,0.370,62566.29791,0.459,33763.90947,0.486,7224.78233,0.350,144428.70205,0.427,338560.84250,0.516,6289.10232,0.555,6704.79553,0.880,12116.84868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K9","K9.raw","1/11/2021 10:57:55 AM","139","","YS0500304","","Yuning",0.281,46839.90061,0.329,24504.00834,0.346,81959.98028,0.422,221424.58160,0.369,86907.11488,0.460,30083.00923,0.486,7969.56323,0.350,136267.17747,0.427,293044.44890,0.848,6859.19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L9","L9.raw","1/11/2021 10:59:42 AM","140","","YS0500304","","Yuning",0.283,37065.71956,0.329,32714.29617,0.347,134394.31995,0.421,133379.68762,0.370,44636.78304,0.399,86545.90389,0.459,54861.33566,0.350,158520.52818,0.427,192692.47133,0.487,8873.66775,0.514,19003.13259,0.587,6897.01817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M9","M9.raw","1/11/2021 11:01:29 AM","141","","YS0500304","","Yuning",0.282,42473.45149,0.329,41866.79999,0.347,115950.17362,0.423,268415.90829,0.370,35540.72016,0.459,45486.63338,0.487,13737.18463,0.350,185863.64054,0.427,458214.89390,0.518,12752.16322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N9","N9.raw","1/11/2021 11:03:16 AM","142","","YS0500304","","Yuning",0.281,38058.18534,0.329,64001.02515,0.346,88930.83201,0.422,243884.68557,0.368,14719.54266,0.460,33931.76860,0.862,6735.07568,0.350,149288.32362,0.427,318024.85606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O9","O9.raw","1/11/2021 11:05:03 AM","143","","YS0500304","","Yuning",0.281,40297.47078,0.328,4349.50594,0.348,82775.61016,0.423,217773.26117,0.486,57184.99116,0.515,6066.48163,0.871,5100.79489,0.352,133897.46447,0.427,472211.22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P9","P9.raw","1/11/2021 11:06:50 AM","144","","YS0500304","","Yuning",0.283,36481.82443,0.329,37509.65118,0.346,81725.01653,0.422,191539.06697,0.369,44284.81634,0.459,24811.34023,0.486,16703.47012,0.350,124182.07123,0.427,310511.15149,0.517,7808.41837,0.864,6408.16608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A10","A10.raw","1/11/2021 11:08:38 AM","145","","YS0500304","","Yuning",0.283,59680.58155,0.328,70638.45089,0.347,105257.61241,0.422,173215.78294,0.490,159432.22050,0.526,6978.12978,0.562,10542.28098,0.350,159706.83830,0.425,346682.70512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B10","B10.raw","1/11/2021 11:10:25 AM","146","","YS0500304","","Yuning",0.278,170368.54323,0.328,73346.94010,0.347,118372.99027,0.422,204074.83874,0.388,11089.80844,0.489,94429.29413,0.567,14601.78891,0.350,179429.54040,0.427,423902.72963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10","C10.raw","1/11/2021 11:12:13 AM","147","","YS0500304","","Yuning",0.284,62458.64752,0.329,14767.93248,0.347,117737.75768,0.424,335976.11004,0.397,24186.28256,0.491,39046.24045,0.544,88235.53093,0.352,186476.16325,0.427,685569.61515,0.737,35332.01124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D10","D10.raw","1/11/2021 11:14:00 AM","148","","YS0500304","","Yuning",0.281,54987.98802,0.329,11409.86686,0.347,99819.30490,0.421,100391.58477,0.471,38843.69107,0.491,29113.17913,0.516,5986.53525,0.350,154716.53255,0.425,190816.46071,0.549,10504.34765,0.566,23263.50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E10","E10.raw","1/11/2021 11:15:47 AM","149","","YS0500304","","Yuning",0.283,47949.25531,0.329,8056.45356,0.346,92811.88653,0.422,203850.33748,0.491,15906.31971,0.566,8544.28475,0.588,40459.53912,0.350,154820.29080,0.425,434693.26906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F10","F10.raw","1/11/2021 11:17:34 AM","150","","YS0500304","","Yuning",0.282,68279.70878,0.329,23574.20311,0.346,100950.14940,0.423,279251.34690,0.491,42873.58582,0.565,8046.68705,0.868,5929.52859,0.350,164305.00941,0.425,557347.55372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G10","G10.raw","1/11/2021 11:19:21 AM","151","","YS0500304","","Yuning",0.283,51004.20276,0.328,8814.56184,0.349,103507.84461,0.423,172641.99635,0.481,27223.31681,0.519,5117.71247,0.551,9154.11820,0.352,137626.77903,0.427,365255.38891,0.565,7366.43666,0.696,4085.72792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H10","H10.raw","1/11/2021 11:21:08 AM","152","","YS0500304","","Yuning",0.281,43165.16898,0.530,24182.33084,0.347,91775.01663,0.422,184363.29341,0.551,5792.60711,0.849,4785.14350,0,0,0.350,141331.97111,0.425,392677.18996,0,0,0,0,0,0,0,0,0.490,34200.29711,0.493,175149.24546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I10","I10.raw","1/11/2021 11:22:55 AM","153","","YS0500304","","Yuning",0.278,157095.86167,0.389,6447.02043,0.348,82856.68917,0.423,88567.19552,0.490,105963.69395,0.547,12602.43624,0,0,0.350,136147.25108,0.427,203958.83136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J10","J10.raw","1/11/2021 11:24:42 AM","154","","YS0500304","","Yuning",0.283,44674.44672,0.328,20072.96808,0.347,84538.68229,0.423,206685.99229,0.491,32958.03045,0.566,6601.55158,0.583,5000.03189,0.350,135582.08855,0.427,439904.56889,0.881,10979.29890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K10","K10.raw","1/11/2021 11:26:29 AM","155","","YS0500304","","Yuning",0.282,49567.51029,0.329,18051.70113,0.346,87339.78364,0.423,252434.89988,0.490,32594.82438,0.565,8617.22240,0,0,0.350,132636.55378,0.425,521574.78898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L10","L10.raw","1/11/2021 11:28:16 AM","156","","YS0500304","","Yuning",0.283,39162.97803,0.401,29212.76423,0.347,83071.11707,0.423,169208.83489,0.490,9759.84243,0.567,5864.37457,0.583,6426.71194,0.350,146548.32223,0.427,344680.38813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M10","M10.raw","1/11/2021 11:30:03 AM","157","","YS0500304","","Yuning",0.283,44012.78481,0.329,11427.58566,0.348,104317.42562,0.424,304847.46002,0.492,31320.79261,0.543,6647.05300,0.567,10960.69928,0.352,168481.98249,0.427,582018.05319,0.864,6513.01731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N10","N10.raw","1/11/2021 11:31:49 AM","158","","YS0500304","","Yuning",0.281,40739.07841,0.327,5789.09048,0.346,96152.44754,0.423,244747.24189,0.474,10680.64789,0.860,7082.52900,0,0,0.350,157831.45997,0.425,507233.22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O10","O10.raw","1/11/2021 11:33:38 AM","159","","YS0500304","","Yuning",0.283,42779.01633,0.328,8128.73470,0.348,81993.10612,0.424,208356.28335,0.491,49491.83138,0.519,11539.67076,0.565,15195.57785,0.350,127294.47711,0.425,398645.36934,0.847,4322.71102,0.898,4884.40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P10","P10.raw","1/11/2021 11:35:25 AM","160","","YS0500304","","Yuning",0.283,47801.55599,0.331,64557.91040,0.349,138265.85632,0.425,348072.50465,0.569,32287.83329,0,0,0,0,0.352,221118.24317,0.427,675656.69607,0,0,0,0,0,0,0,0,0.492,104085.01064,0.498,3331.60269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A11","A11.raw","1/11/2021 11:37:12 AM","161","","YS0500304","","Yuning",0.283,63345.16256,0.322,8424.67582,0.347,81591.23991,0.422,202283.88864,0.473,9316.74549,0.487,5296.25835,0.530,11489.12386,0.350,140830.76781,0.427,387102.78909,0.563,11116.40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B11","B11.raw","1/11/2021 11:39:01 AM","162","","YS0500304","","Yuning",0.283,60434.68260,0.298,19392.53374,0.346,116871.93446,0.421,83423.88029,0.328,96213.26437,0.377,17534.56048,0.489,7486.73250,0.350,194169.63268,0.425,159448.46932,0.534,4735.87196,0.864,10275.82184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11","C11.raw","1/11/2021 11:40:48 AM","163","","YS0500304","","Yuning",0.283,72039.30613,0.469,11126.17127,0.346,108626.23460,0.423,284362.79206,0.484,11800.14245,0.541,156607.10833,0,0,0.350,183498.20108,0.425,568542.91954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11","D11.raw","1/11/2021 11:42:35 AM","164","","YS0500304","","Yuning",0.281,44403.60907,0.298,36282.24415,0.346,132266.75585,0.418,18873.14559,0.374,29323.90910,0.487,5807.18513,0.561,3269.13430,0.352,160383.29883,0.427,11853.87743,0.842,3603.05394,0,0,0,0,0,0,0,0,0,0,0,0,0.379,4122.87287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E11","E11.raw","1/11/2021 11:44:22 AM","165","","YS0500304","","Yuning",0.283,64472.46390,0.376,169665.61879,0.347,85148.11726,0.420,28781.03936,0.484,11315.17111,0.528,19520.13687,0.587,17912.10353,0.350,158467.48936,0.427,41787.58405,0.684,5210.89202,0,0,0,0,0,0,0,0,0,0,0.385,9440.86214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,5952.39145,0,0,0,0
"F11","F11.raw","1/11/2021 11:46:09 AM","166","","YS0500304","","Yuning",0.283,69514.83083,0.375,94296.10997,0.347,70723.86032,0.422,61501.57902,0.483,15036.95007,0.533,21960.65838,0.864,6342.42796,0.350,133528.89196,0.425,128285.22467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11","G11.raw","1/11/2021 11:47:56 AM","167","","YS0500304","","Yuning",0.283,42204.47271,0.298,14787.25083,0.347,60863.31063,0.426,20211.90559,0.376,31875.46417,0.536,11419.09087,0.863,9652.71146,0.350,89069.71396,0.427,10032.41176,0,0,0,0,0,0,0,0,0.484,22222.47923,0.493,18572.69059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
